"","Trip","Station","CollectionDate","Depth","Value","month","year","Elevation","TripTypeFk","ChannelMile"
"18","LP680710","LPCR0905",1968-07-11 14:00:00,198.490877165349,7.8,7,1968,3548.51,2,56.234110892387
"19","LP680710","LPCR0905",1968-07-11 14:00:00,248.687743622041,7.8,7,1968,3548.51,2,56.234110892387
"20","LP680710","LPCR0905",1968-07-11 14:00:00,298.556525984245,6.7,7,1968,3548.51,2,56.234110892387
"21","LP680710","LPCR0905",1968-07-11 14:00:00,1.6404204724409,25.6,7,1968,3548.51,2,56.234110892387
"22","LP680710","LPCR0453",1968-07-12 07:30:00,1.31233637795272,26.7,7,1968,3548.36,2,28.1481240157473
"23","LP680710","LPCR0453",1968-07-12 07:30:00,48.2283618897626,18.9,7,1968,3548.36,2,28.1481240157473
"24","LP680710","LPCR0453",1968-07-12 07:30:00,98.4252283464542,16.7,7,1968,3548.36,2,28.1481240157473
"25","LP680710","LPCR0453",1968-07-12 07:30:00,148.294010708658,8.9,7,1968,3548.36,2,28.1481240157473
"26","LP680710","LPCR0453",1968-07-12 07:30:00,198.490877165349,8.9,7,1968,3548.36,2,28.1481240157473
"27","LP680710","LPCR0453",1968-07-12 07:30:00,248.359659527553,7.8,7,1968,3548.36,2,28.1481240157473
"28","LP680710","LPCR0453",1968-07-12 07:30:00,298.228441889756,6.7,7,1968,3548.36,2,28.1481240157473
"29","LP680710","LPCR0453",1968-07-12 07:30:00,348.425308346448,6.7,7,1968,3548.36,2,28.1481240157473
"30","LP680710","LPCR0024",1968-07-12 09:30:00,1.31233637795272,25.6,7,1968,3548.36,2,1.49129133858264
"31","LP680710","LPCR0024",1968-07-12 09:30:00,48.2283618897626,18.9,7,1968,3548.36,2,1.49129133858264
"32","LP680710","LPCR0024",1968-07-12 09:30:00,148.294010708658,8.9,7,1968,3548.36,2,1.49129133858264
"33","LP680710","LPCR0024",1968-07-12 09:30:00,198.490877165349,8.9,7,1968,3548.36,2,1.49129133858264
"34","LP680710","LPCR0024",1968-07-12 09:30:00,298.228441889756,7.8,7,1968,3548.36,2,1.49129133858264
"35","LP680710","LPCR0024",1968-07-12 09:30:00,348.425308346448,7.8,7,1968,3548.36,2,1.49129133858264
"36","LP680710","LPCR0024",1968-07-12 09:30:00,378.280960944873,7.8,7,1968,3548.36,2,1.49129133858264
"37","LP680710","LPCR0024",1968-07-12 09:30:00,98.4252283464542,14.4,7,1968,3548.36,2,1.49129133858264
"38","LP680710","LPCR0024",1968-07-12 09:30:00,248.359659527553,8.9,7,1968,3548.36,2,1.49129133858264
"39","LP690723","LPCR2387",1969-07-23 15:35:00,0.984252283464542,30,7,1969,3581.03,2,148.321351049865
"40","LP690723","LPCR2387",1969-07-23 15:35:00,31.1679889763772,25,7,1969,3581.03,2,148.321351049865
"41","LP690723","LPCR2387",1969-07-23 15:35:00,101.04990110236,17.2,7,1969,3581.03,2,148.321351049865
"42","LP690723","LPCR2387",1969-07-23 15:35:00,81.0367713385807,20,7,1969,3581.03,2,148.321351049865
"43","LP690723","LPCR1679",1969-07-24 10:30:00,0.984252283464542,26.7,7,1969,3581.06,2,104.328256561677
"44","LP690723","LPCR1679",1969-07-24 10:30:00,81.0367713385807,20,7,1969,3581.06,2,104.328256561677
"45","LP690723","LPCR1679",1969-07-24 10:30:00,131.233637795272,16.7,7,1969,3581.06,2,104.328256561677
"46","LP690723","LPCR1679",1969-07-24 10:30:00,181.102420157476,10,7,1969,3581.06,2,104.328256561677
"47","LP690723","LPCR1679",1969-07-24 10:30:00,221.128679685034,8.9,7,1969,3581.06,2,104.328256561677
"48","LP690723","LPCR1679",1969-07-24 10:30:00,31.1679889763772,24.4,7,1969,3581.06,2,104.328256561677
"49","LP690723","LPCR1169",1969-07-24 12:15:00,0.984252283464542,26.7,7,1969,3581.06,2,72.6383156167961
"50","LP690723","LPCR1169",1969-07-24 12:15:00,31.1679889763772,25.6,7,1969,3581.06,2,72.6383156167961
"51","LP690723","LPCR1169",1969-07-24 12:15:00,81.0367713385807,20,7,1969,3581.06,2,72.6383156167961
"52","LP690723","LPCR1169",1969-07-24 12:15:00,131.233637795272,21.1,7,1969,3581.06,2,72.6383156167961
"53","LP690723","LPCR1169",1969-07-24 12:15:00,181.102420157476,10,7,1969,3581.06,2,72.6383156167961
"54","LP690723","LPCR1169",1969-07-24 12:15:00,230.971202519679,7.8,7,1969,3581.06,2,72.6383156167961
"55","LP690723","LPCR1169",1969-07-24 12:15:00,246.063070866136,7.8,7,1969,3581.06,2,72.6383156167961
"56","LP690723","LPCR0905",1969-07-25 09:05:00,0.984252283464542,24.4,7,1969,3580.99,2,56.234110892387
"57","LP690723","LPCR0905",1969-07-25 09:05:00,30.839904881889,22.2,7,1969,3580.99,2,56.234110892387
"58","LP690723","LPCR0905",1969-07-25 09:05:00,130.905553700784,11.1,7,1969,3580.99,2,56.234110892387
"59","LP690723","LPCR0905",1969-07-25 09:05:00,181.102420157476,7.8,7,1969,3580.99,2,56.234110892387
"60","LP690723","LPCR0905",1969-07-25 09:05:00,230.971202519679,6.7,7,1969,3580.99,2,56.234110892387
"61","LP690723","LPCR0905",1969-07-25 09:05:00,281.168068976371,6.7,7,1969,3580.99,2,56.234110892387
"62","LP690723","LPCR0905",1969-07-25 09:05:00,331.036851338574,6.7,7,1969,3580.99,2,56.234110892387
"63","LP690723","LPCR0905",1969-07-25 09:05:00,81.0367713385807,18.9,7,1969,3580.99,2,56.234110892387
"64","LP690723","LPCR0453",1969-07-25 10:45:00,0.984252283464542,26.7,7,1969,3580.99,2,28.1481240157473
"65","LP690723","LPCR0453",1969-07-25 10:45:00,30.839904881889,21.1,7,1969,3580.99,2,28.1481240157473
"66","LP690723","LPCR0453",1969-07-25 10:45:00,81.0367713385807,17.8,7,1969,3580.99,2,28.1481240157473
"67","LP690723","LPCR0453",1969-07-25 10:45:00,130.905553700784,12.2,7,1969,3580.99,2,28.1481240157473
"68","LP690723","LPCR0453",1969-07-25 10:45:00,181.102420157476,7.8,7,1969,3580.99,2,28.1481240157473
"69","LP690723","LPCR0453",1969-07-25 10:45:00,230.971202519679,7.8,7,1969,3580.99,2,28.1481240157473
"70","LP690723","LPCR0453",1969-07-25 10:45:00,281.168068976371,7.8,7,1969,3580.99,2,28.1481240157473
"71","LP690723","LPCR0453",1969-07-25 10:45:00,331.036851338574,7.8,7,1969,3580.99,2,28.1481240157473
"72","LP690723","LPCR0453",1969-07-25 10:45:00,375.984372283455,7.8,7,1969,3580.99,2,28.1481240157473
"73","LP690723","LPCR0024",1969-07-25 13:25:00,0.984252283464542,26.7,7,1969,3580.99,2,1.49129133858264
"74","LP690723","LPCR0024",1969-07-25 13:25:00,30.839904881889,23.3,7,1969,3580.99,2,1.49129133858264
"75","LP690723","LPCR0024",1969-07-25 13:25:00,130.905553700784,10,7,1969,3580.99,2,1.49129133858264
"76","LP690723","LPCR0024",1969-07-25 13:25:00,181.102420157476,10,7,1969,3580.99,2,1.49129133858264
"77","LP690723","LPCR0024",1969-07-25 13:25:00,281.168068976371,6.7,7,1969,3580.99,2,1.49129133858264
"78","LP690723","LPCR0024",1969-07-25 13:25:00,331.036851338574,6.7,7,1969,3580.99,2,1.49129133858264
"79","LP690723","LPCR0024",1969-07-25 13:25:00,411.089370393691,6.7,7,1969,3580.99,2,1.49129133858264
"80","LP690723","LPCR0024",1969-07-25 13:25:00,81.0367713385807,20,7,1969,3580.99,2,1.49129133858264
"81","LP690723","LPCR0024",1969-07-25 13:25:00,230.971202519679,7.8,7,1969,3580.99,2,1.49129133858264
"82","LP690723","LPCR0024",1969-07-25 13:25:00,380.905633700778,6.7,7,1969,3580.99,2,1.49129133858264
"83","LP700708","LPCR2387",1970-07-08 07:15:00,0.656168188976362,23.3,7,1970,3600.75,2,148.321351049865
"84","LP700708","LPCR2387",1970-07-08 07:15:00,100.721817007872,16.7,7,1970,3600.75,2,148.321351049865
"85","LP700708","LPCR2387",1970-07-08 07:15:00,124.671955905509,14.4,7,1970,3600.75,2,148.321351049865
"86","LP700708","LPCR2387",1970-07-08 07:15:00,50.853034645668,21.1,7,1970,3600.75,2,148.321351049865
"87","LP700708","LPCR1679",1970-07-08 11:00:00,50.853034645668,21.1,7,1970,3600.75,2,104.328256561677
"88","LP700708","LPCR1679",1970-07-08 11:00:00,100.721817007872,16.7,7,1970,3600.75,2,104.328256561677
"89","LP700708","LPCR1679",1970-07-08 11:00:00,150.590599370075,11.1,7,1970,3600.75,2,104.328256561677
"90","LP700708","LPCR1679",1970-07-08 11:00:00,200.787465826767,8.9,7,1970,3600.75,2,104.328256561677
"91","LP700708","LPCR1679",1970-07-08 11:00:00,240.813725354325,7.8,7,1970,3600.75,2,104.328256561677
"92","LP700708","LPCR1679",1970-07-08 11:00:00,0.656168188976362,25.6,7,1970,3600.75,2,104.328256561677
"93","LP700708","LPCR1169",1970-07-08 13:30:00,0.656168188976362,25.6,7,1970,3600.75,2,72.6383156167961
"94","LP700708","LPCR1169",1970-07-08 13:30:00,50.853034645668,18.9,7,1970,3600.75,2,72.6383156167961
"95","LP700708","LPCR1169",1970-07-08 13:30:00,100.721817007872,17.8,7,1970,3600.75,2,72.6383156167961
"96","LP700708","LPCR1169",1970-07-08 13:30:00,150.590599370075,11.1,7,1970,3600.75,2,72.6383156167961
"97","LP700708","LPCR1169",1970-07-08 13:30:00,200.787465826767,8.9,7,1970,3600.75,2,72.6383156167961
"98","LP700708","LPCR1169",1970-07-08 13:30:00,250.65624818897,8.9,7,1970,3600.75,2,72.6383156167961
"99","LP700708","LPCR1169",1970-07-08 13:30:00,270.669377952749,7.8,7,1970,3600.75,2,72.6383156167961
"100","LP700708","LPCR0905",1970-07-09 10:45:00,0.984252283464542,23.9,7,1970,3600.84,2,56.234110892387
"101","LP700708","LPCR0905",1970-07-09 10:45:00,100.721817007872,15.6,7,1970,3600.84,2,56.234110892387
"102","LP700708","LPCR0905",1970-07-09 10:45:00,150.918683464563,14.4,7,1970,3600.84,2,56.234110892387
"103","LP700708","LPCR0905",1970-07-09 10:45:00,250.984332283458,7.8,7,1970,3600.84,2,56.234110892387
"104","LP700708","LPCR0905",1970-07-09 10:45:00,300.853114645662,6.7,7,1970,3600.84,2,56.234110892387
"105","LP700708","LPCR0905",1970-07-09 10:45:00,345.800635590543,6.7,7,1970,3600.84,2,56.234110892387
"106","LP700708","LPCR0905",1970-07-09 10:45:00,50.853034645668,18.3,7,1970,3600.84,2,56.234110892387
"107","LP700708","LPCR0905",1970-07-09 10:45:00,200.787465826767,8.9,7,1970,3600.84,2,56.234110892387
"108","LP700708","LPCR0024",1970-07-15 08:40:00,0.656168188976362,26.7,7,1970,3601.77,2,1.49129133858264
"109","LP700708","LPCR0024",1970-07-15 08:40:00,51.8372869291326,20,7,1970,3601.77,2,1.49129133858264
"110","LP700708","LPCR0024",1970-07-15 08:40:00,101.706069291336,16.7,7,1970,3601.77,2,1.49129133858264
"111","LP700708","LPCR0024",1970-07-15 08:40:00,151.902935748028,11.1,7,1970,3601.77,2,1.49129133858264
"112","LP700708","LPCR0024",1970-07-15 08:40:00,201.771718110231,8.9,7,1970,3601.77,2,1.49129133858264
"113","LP700708","LPCR0024",1970-07-15 08:40:00,251.640500472435,8.9,7,1970,3601.77,2,1.49129133858264
"114","LP700708","LPCR0024",1970-07-15 08:40:00,301.837366929126,7.8,7,1970,3601.77,2,1.49129133858264
"115","LP700708","LPCR0024",1970-07-15 08:40:00,351.70614929133,8.9,7,1970,3601.77,2,1.49129133858264
"116","LP700708","LPCR0024",1970-07-15 08:40:00,401.903015748022,8.9,7,1970,3601.77,2,1.49129133858264
"117","LP700708","LPCR0024",1970-07-15 08:40:00,431.758668346446,8.3,7,1970,3601.77,2,1.49129133858264
"118","LP700708","LPCR0453",1970-07-15 11:45:00,51.8372869291326,18.9,7,1970,3601.77,2,28.1481240157473
"119","LP700708","LPCR0453",1970-07-15 11:45:00,101.706069291336,15.6,7,1970,3601.77,2,28.1481240157473
"120","LP700708","LPCR0453",1970-07-15 11:45:00,201.771718110231,8.9,7,1970,3601.77,2,28.1481240157473
"121","LP700708","LPCR0453",1970-07-15 11:45:00,251.640500472435,7.8,7,1970,3601.77,2,28.1481240157473
"122","LP700708","LPCR0453",1970-07-15 11:45:00,351.70614929133,7.8,7,1970,3601.77,2,28.1481240157473
"123","LP700708","LPCR0453",1970-07-15 11:45:00,399.606427086604,7.8,7,1970,3601.77,2,28.1481240157473
"124","LP700708","LPCR0453",1970-07-15 11:45:00,0.656168188976362,28.9,7,1970,3601.77,2,28.1481240157473
"125","LP700708","LPCR0453",1970-07-15 11:45:00,151.902935748028,11.1,7,1970,3601.77,2,28.1481240157473
"126","LP700708","LPCR0453",1970-07-15 11:45:00,301.837366929126,7.8,7,1970,3601.77,2,28.1481240157473
"127","LP710628","LPCR0024",1971-06-28 09:00:00,0.984252283464542,20,6,1971,3620.11,2,1.49129133858264
"128","LP710628","LPCR0024",1971-06-28 09:00:00,20.013129763779,16.7,6,1971,3620.11,2,1.49129133858264
"129","LP710628","LPCR0024",1971-06-28 09:00:00,70.2099962204707,13.3,6,1971,3620.11,2,1.49129133858264
"130","LP710628","LPCR0024",1971-06-28 09:00:00,120.078778582674,10.6,6,1971,3620.11,2,1.49129133858264
"131","LP710628","LPCR0024",1971-06-28 09:00:00,169.947560944878,8.3,6,1971,3620.11,2,1.49129133858264
"132","LP710628","LPCR0024",1971-06-28 09:00:00,220.144427401569,7.2,6,1971,3620.11,2,1.49129133858264
"133","LP710628","LPCR0024",1971-06-28 09:00:00,270.013209763773,7.2,6,1971,3620.11,2,1.49129133858264
"134","LP710628","LPCR0024",1971-06-28 09:00:00,320.210076220464,7.2,6,1971,3620.11,2,1.49129133858264
"135","LP710628","LPCR0024",1971-06-28 09:00:00,370.078858582668,7.2,6,1971,3620.11,2,1.49129133858264
"136","LP710628","LPCR0024",1971-06-28 09:00:00,419.947640944871,7.2,6,1971,3620.11,2,1.49129133858264
"137","LP710628","LPCR0024",1971-06-28 09:00:00,445.210116220461,7.8,6,1971,3620.11,2,1.49129133858264
"138","LP710628","LPCR2387",1971-06-29 08:30:00,1.31233637795272,21.1,6,1971,3620.46,2,148.321351049865
"139","LP710628","LPCR2387",1971-06-29 08:30:00,70.5380803149589,20,6,1971,3620.46,2,148.321351049865
"140","LP710628","LPCR2387",1971-06-29 08:30:00,120.406862677162,19.4,6,1971,3620.46,2,148.321351049865
"141","LP710628","LPCR2387",1971-06-29 08:30:00,20.3412138582672,20.6,6,1971,3620.46,2,148.321351049865
"142","LP710628","LPCR2387",1971-06-29 08:30:00,140.419992440941,11.1,6,1971,3620.46,2,148.321351049865
"143","LP710628","LPCR1679",1971-06-29 10:00:00,1.31233637795272,21.7,6,1971,3620.46,2,104.328256561677
"144","LP710628","LPCR1679",1971-06-29 10:00:00,20.3412138582672,20,6,1971,3620.46,2,104.328256561677
"145","LP710628","LPCR1679",1971-06-29 10:00:00,70.5380803149589,17.8,6,1971,3620.46,2,104.328256561677
"146","LP710628","LPCR1679",1971-06-29 10:00:00,120.406862677162,13.3,6,1971,3620.46,2,104.328256561677
"147","LP710628","LPCR1679",1971-06-29 10:00:00,170.603729133854,8.3,6,1971,3620.46,2,104.328256561677
"148","LP710628","LPCR1679",1971-06-29 10:00:00,220.472511496058,6.7,6,1971,3620.46,2,104.328256561677
"149","LP710628","LPCR1679",1971-06-29 10:00:00,260.498771023616,7.2,6,1971,3620.46,2,104.328256561677
"150","LP710628","LPCR1169",1971-06-29 15:00:00,1.31233637795272,23.3,6,1971,3620.46,2,72.6383156167961
"151","LP710628","LPCR1169",1971-06-29 15:00:00,20.3412138582672,20.6,6,1971,3620.46,2,72.6383156167961
"152","LP710628","LPCR1169",1971-06-29 15:00:00,70.5380803149589,16.1,6,1971,3620.46,2,72.6383156167961
"153","LP710628","LPCR1169",1971-06-29 15:00:00,120.406862677162,12.8,6,1971,3620.46,2,72.6383156167961
"154","LP710628","LPCR1169",1971-06-29 15:00:00,170.603729133854,8.3,6,1971,3620.46,2,72.6383156167961
"155","LP710628","LPCR1169",1971-06-29 15:00:00,220.472511496058,7.2,6,1971,3620.46,2,72.6383156167961
"156","LP710628","LPCR1169",1971-06-29 15:00:00,270.341293858261,6.7,6,1971,3620.46,2,72.6383156167961
"157","LP710628","LPCR0905",1971-06-30 09:00:00,1.6404204724409,21.1,6,1971,3620.79,2,56.234110892387
"158","LP710628","LPCR0905",1971-06-30 09:00:00,70.8661644094471,15,6,1971,3620.79,2,56.234110892387
"159","LP710628","LPCR0905",1971-06-30 09:00:00,120.734946771651,10,6,1971,3620.79,2,56.234110892387
"160","LP710628","LPCR0905",1971-06-30 09:00:00,170.931813228342,7.8,6,1971,3620.79,2,56.234110892387
"161","LP710628","LPCR0905",1971-06-30 09:00:00,220.800595590546,6.7,6,1971,3620.79,2,56.234110892387
"162","LP710628","LPCR0905",1971-06-30 09:00:00,270.669377952749,5.6,6,1971,3620.79,2,56.234110892387
"163","LP710628","LPCR0905",1971-06-30 09:00:00,320.866244409441,6.1,6,1971,3620.79,2,56.234110892387
"164","LP710628","LPCR0905",1971-06-30 09:00:00,370.735026771644,6.7,6,1971,3620.79,2,56.234110892387
"165","LP710628","LPCR0905",1971-06-30 09:00:00,20.6692979527554,20,6,1971,3620.79,2,56.234110892387
"166","LP710628","LPCR0453",1971-06-30 12:00:00,1.6404204724409,23.3,6,1971,3620.79,2,28.1481240157473
"167","LP710628","LPCR0453",1971-06-30 12:00:00,20.6692979527554,20,6,1971,3620.79,2,28.1481240157473
"168","LP710628","LPCR0453",1971-06-30 12:00:00,70.8661644094471,13.9,6,1971,3620.79,2,28.1481240157473
"169","LP710628","LPCR0453",1971-06-30 12:00:00,120.734946771651,10,6,1971,3620.79,2,28.1481240157473
"170","LP710628","LPCR0453",1971-06-30 12:00:00,170.931813228342,7.8,6,1971,3620.79,2,28.1481240157473
"171","LP710628","LPCR0453",1971-06-30 12:00:00,220.800595590546,6.7,6,1971,3620.79,2,28.1481240157473
"172","LP710628","LPCR0453",1971-06-30 12:00:00,320.866244409441,7.2,6,1971,3620.79,2,28.1481240157473
"173","LP710628","LPCR0453",1971-06-30 12:00:00,370.735026771644,7.2,6,1971,3620.79,2,28.1481240157473
"174","LP710628","LPCR0453",1971-06-30 12:00:00,270.669377952749,6.7,6,1971,3620.79,2,28.1481240157473
"175","LP710628","LPCR0453",1971-06-30 12:00:00,415.682547716525,7.2,6,1971,3620.79,2,28.1481240157473
"176","LP720808","LPCR0024",1972-08-08 09:15:00,0.984252283464542,28.3,8,1972,3613.87,2,1.49129133858264
"177","LP720808","LPCR0024",1972-08-08 09:15:00,13.7795319685036,27.2,8,1972,3613.87,2,1.49129133858264
"178","LP720808","LPCR0024",1972-08-08 09:15:00,63.9763984251953,19.4,8,1972,3613.87,2,1.49129133858264
"179","LP720808","LPCR0024",1972-08-08 09:15:00,113.845180787399,12.8,8,1972,3613.87,2,1.49129133858264
"180","LP720808","LPCR0024",1972-08-08 09:15:00,163.713963149602,8.9,8,1972,3613.87,2,1.49129133858264
"181","LP720808","LPCR0024",1972-08-08 09:15:00,213.910829606294,7.8,8,1972,3613.87,2,1.49129133858264
"182","LP720808","LPCR0024",1972-08-08 09:15:00,313.976478425189,7.8,8,1972,3613.87,2,1.49129133858264
"183","LP720808","LPCR0024",1972-08-08 09:15:00,363.845260787393,7.8,8,1972,3613.87,2,1.49129133858264
"184","LP720808","LPCR0024",1972-08-08 09:15:00,438.976518425186,7.8,8,1972,3613.87,2,1.49129133858264
"185","LP720808","LPCR0024",1972-08-08 09:15:00,263.779611968497,7.8,8,1972,3613.87,2,1.49129133858264
"186","LP720808","LPCR0024",1972-08-08 09:15:00,413.714043149596,7.8,8,1972,3613.87,2,1.49129133858264
"187","LP720808","LPCR0453",1972-08-08 10:45:00,0.984252283464542,28.9,8,1972,3613.87,2,28.1481240157473
"188","LP720808","LPCR0453",1972-08-08 10:45:00,63.9763984251953,18.9,8,1972,3613.87,2,28.1481240157473
"189","LP720808","LPCR0453",1972-08-08 10:45:00,113.845180787399,13.3,8,1972,3613.87,2,28.1481240157473
"190","LP720808","LPCR0453",1972-08-08 10:45:00,163.713963149602,9.4,8,1972,3613.87,2,28.1481240157473
"191","LP720808","LPCR0453",1972-08-08 10:45:00,213.910829606294,8.3,8,1972,3613.87,2,28.1481240157473
"192","LP720808","LPCR0453",1972-08-08 10:45:00,263.779611968497,8.9,8,1972,3613.87,2,28.1481240157473
"193","LP720808","LPCR0453",1972-08-08 10:45:00,313.976478425189,7.8,8,1972,3613.87,2,28.1481240157473
"194","LP720808","LPCR0453",1972-08-08 10:45:00,363.845260787393,7.2,8,1972,3613.87,2,28.1481240157473
"195","LP720808","LPCR0453",1972-08-08 10:45:00,413.714043149596,6.7,8,1972,3613.87,2,28.1481240157473
"196","LP720808","LPCR0453",1972-08-08 10:45:00,13.7795319685036,27.2,8,1972,3613.87,2,28.1481240157473
"197","LP720808","LPCR2387",1972-08-08 15:40:00,0.984252283464542,28.9,8,1972,3613.87,2,148.321351049865
"198","LP720808","LPCR2387",1972-08-08 15:40:00,13.7795319685036,27.2,8,1972,3613.87,2,148.321351049865
"199","LP720808","LPCR2387",1972-08-08 15:40:00,63.9763984251953,21.1,8,1972,3613.87,2,148.321351049865
"200","LP720808","LPCR2387",1972-08-08 15:40:00,113.845180787399,12.2,8,1972,3613.87,2,148.321351049865
"201","LP720808","LPCR2387",1972-08-08 15:40:00,133.858310551178,11.7,8,1972,3613.87,2,148.321351049865
"202","LP720808","LPCR1679",1972-08-09 08:00:00,13.7795319685036,25.6,8,1972,3613.62,2,104.328256561677
"203","LP720808","LPCR1679",1972-08-09 08:00:00,63.6483143307071,20,8,1972,3613.62,2,104.328256561677
"204","LP720808","LPCR1679",1972-08-09 08:00:00,163.713963149602,8.9,8,1972,3613.62,2,104.328256561677
"205","LP720808","LPCR1679",1972-08-09 08:00:00,213.582745511806,7.8,8,1972,3613.62,2,104.328256561677
"206","LP720808","LPCR1679",1972-08-09 08:00:00,0.656168188976362,26.1,8,1972,3613.62,2,104.328256561677
"207","LP720808","LPCR1679",1972-08-09 08:00:00,113.517096692911,12.2,8,1972,3613.62,2,104.328256561677
"208","LP720808","LPCR1679",1972-08-09 08:00:00,258.530266456686,7.8,8,1972,3613.62,2,104.328256561677
"209","LP720808","LPCR1169",1972-08-09 10:45:00,0.656168188976362,27.8,8,1972,3613.62,2,72.6383156167961
"210","LP720808","LPCR1169",1972-08-09 10:45:00,13.7795319685036,27.2,8,1972,3613.62,2,72.6383156167961
"211","LP720808","LPCR1169",1972-08-09 10:45:00,63.6483143307071,20,8,1972,3613.62,2,72.6383156167961
"212","LP720808","LPCR1169",1972-08-09 10:45:00,113.517096692911,12.8,8,1972,3613.62,2,72.6383156167961
"213","LP720808","LPCR1169",1972-08-09 10:45:00,163.713963149602,8.9,8,1972,3613.62,2,72.6383156167961
"214","LP720808","LPCR1169",1972-08-09 10:45:00,213.582745511806,7.8,8,1972,3613.62,2,72.6383156167961
"215","LP720808","LPCR1169",1972-08-09 10:45:00,263.779611968497,7.2,8,1972,3613.62,2,72.6383156167961
"216","LP720808","LPCR1169",1972-08-09 10:45:00,278.543396220466,8.3,8,1972,3613.62,2,72.6383156167961
"217","LP720808","LPCR0905",1972-08-09 13:30:00,0.656168188976362,26.7,8,1972,3613.62,2,56.234110892387
"218","LP720808","LPCR0905",1972-08-09 13:30:00,63.6483143307071,18.9,8,1972,3613.62,2,56.234110892387
"219","LP720808","LPCR0905",1972-08-09 13:30:00,113.517096692911,12.2,8,1972,3613.62,2,56.234110892387
"220","LP720808","LPCR0905",1972-08-09 13:30:00,213.582745511806,7.8,8,1972,3613.62,2,56.234110892387
"221","LP720808","LPCR0905",1972-08-09 13:30:00,263.779611968497,7.8,8,1972,3613.62,2,56.234110892387
"222","LP720808","LPCR0905",1972-08-09 13:30:00,313.648394330701,7.2,8,1972,3613.62,2,56.234110892387
"223","LP720808","LPCR0905",1972-08-09 13:30:00,363.517176692904,6.7,8,1972,3613.62,2,56.234110892387
"224","LP720808","LPCR0905",1972-08-09 13:30:00,13.7795319685036,26.1,8,1972,3613.62,2,56.234110892387
"225","LP720808","LPCR0905",1972-08-09 13:30:00,163.713963149602,8.9,8,1972,3613.62,2,56.234110892387
"226","LP730808","LPCR2387",1973-08-08 07:15:00,1.31233637795272,25.6,8,1973,3644.44,2,148.321351049865
"227","LP730808","LPCR2387",1973-08-08 07:15:00,44.2913527559044,23.3,8,1973,3644.44,2,148.321351049865
"228","LP730808","LPCR2387",1973-08-08 07:15:00,144.3570015748,12.2,8,1973,3644.44,2,148.321351049865
"229","LP730808","LPCR2387",1973-08-08 07:15:00,159.448869921256,11.7,8,1973,3644.44,2,148.321351049865
"230","LP730808","LPCR2387",1973-08-08 07:15:00,94.4882192125961,17.8,8,1973,3644.44,2,148.321351049865
"231","LP730808","LPCR1679",1973-08-08 15:00:00,1.31233637795272,28.9,8,1973,3644.44,2,104.328256561677
"232","LP730808","LPCR1679",1973-08-08 15:00:00,44.2913527559044,22.2,8,1973,3644.44,2,104.328256561677
"233","LP730808","LPCR1679",1973-08-08 15:00:00,94.4882192125961,17.8,8,1973,3644.44,2,104.328256561677
"234","LP730808","LPCR1679",1973-08-08 15:00:00,144.3570015748,12.2,8,1973,3644.44,2,104.328256561677
"235","LP730808","LPCR1679",1973-08-08 15:00:00,194.553868031491,9.4,8,1973,3644.44,2,104.328256561677
"236","LP730808","LPCR1679",1973-08-08 15:00:00,244.422650393695,8.9,8,1973,3644.44,2,104.328256561677
